id,How confident are you that you understand what protections a TEE offers? (initial),ResponseId,How confident are you that you understand the scenario? (medical),What is the goal of the medical study? (attempt 1),What is the goal of the medical study? (attempt 2),Q296_Page Submit,How likely would you be willing to participate in the medical study?,How likely would you be willing to participate in the medical study? (free-response),"How safe do you think data would be when it is protected by a TEE? (medical, initial)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, use of a TEE)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, hospital collection)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, people on team)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, data collected)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, purpose of collection)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, other)","What questions do you still have about TEEs, if any? (medical)","TEE concept (medical, 1)","TEE concept (medical, 2)","TEE concept (medical, 3)","TEE concept (medical, 4)","TEE concept (medical, 5)","TEE concept (medical, 6)","TEE concept (medical, 7)","TEE concept (medical, 8)","TEE concept (medical, 9)","TEE concept (medical, 10)","TEE concept (medical, 11)","TEE concept (medical, 12)",How confident are you about your answers to the questions on this page? (medical),"How confident are you that you understand what protections a TEE offers? (medical, post-concepts)","How safe do you think data would be when it is protected by a TEE? (medical, post-TEE concepts)",How confident are you that you understand the scenario? (IoT),What kind of device are you shopping for? (attempt 1),What kind of device are you shopping for? (attempt 2),How likely would you be to purchase the voice assistant/light bulb?,How likely would you be to purchase the voice assistant/light bulb? (free-response),"How safe do you think data would be when it is protected by a TEE? (IoT, initial)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, use of a TEE)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, company collection)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, people on team)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, data collected)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, purpose of collection)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, other)","What questions do you still have about TEEs, if any? (IoT)","TEE concept (IoT, 1)","TEE concept (IoT, 2)","TEE concept (IoT, 3)","TEE concept (IoT, 4)","TEE concept (IoT, 5)","TEE concept (IoT, 6)","TEE concept (IoT, 7)","TEE concept (IoT, 8)","TEE concept (IoT, 9)","TEE concept (IoT, 10)","TEE concept (IoT, 11)","TEE concept (IoT, 12)",How confident are you about your answers to the questions on this page? (IoT),"How confident are you that you understand what protections a TEE offers? (IoT, post-concepts)","How safe do you think data would be when it is protected by a TEE? (IoT, post-TEE concepts)","Before this survey, were you familiar with the concept of TEEs?","Before this survey, were you familiar with the concept of TEEs? (free resposne)",Are you employed in a computing field?,Are you employed in a computing field? (free response),Do you have formal education in a computing field?,Do you have formal education in a computing field? (free response),Do you have prior experience with medical research?,Do you have prior experience with medical research? (free response),Do you work in a medical field?,Do you work in a medical field? (free response),Do you own any smart devices?,Do you own any smart devices? (free response),Do you have experience with home automation?,Do you have experience with home automation? (free response),Age,Gender,Gender (free response),Race,Race (free response),Education,Feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN,FAQ,faq1_count,faq2_count,faq3_count,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
375,Somewhat confident,R_2dXTLbyHDNyDelH,Somewhat confident,Determine where to build a new hospital,,334.121,Definitely would,,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat unsafe,Somewhat unsafe,Somewhat safe,"How long the data ia stored 
That anyone on the development can vew and is it sold to others.",Up abovr.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat unsafe,Somewhat safe,"Everhthing is behind acode, gatatekeeper, secret keyin part of the cpu.
The. I5 answers with thesam3 encryptions. If thaT makes aNy sense.",Can all thwse functions be turned off. And what if anything or where if any where is my data sent ro google or amazon or is my data stay put.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Not at all confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,45-54 years old,Female,,"American Indian/Native American or Alaska Native,Prefer to self-describe",Pretendian,"Some college, but no degree",This was vry hard to follow.,Medical-Simple,IoT-Complex,0,Unsubstantial,Show,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
376,Completely confident,R_3E5Um2tCLyQAIqn,Completely confident,Determine where to build a new hospital,,,Definitely would,,Completely safe,Somewhat safe,Neither safe nor unsafe,Somewhat safe,Somewhat safe,Definitely safe,Have to always worry about a system being hacked ,How is this different than any other program used to secure data,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Completely confident ,Somewhat confident,Mostly safe,Completely confident,Smart light bulb,,Definitely would,,Mostly safe,Definitely safe,Neither safe nor unsafe,Somewhat safe,Somewhat safe,Somewhat safe,Mostly safe but always fearful of hacking,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Completely confident ,Completely confident ,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,45-54 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,1,None,Hide,2,2,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
377,Completely confident,R_8ffH1rjS69tQ5Vf,Completely confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat unsafe,None,None,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Completely confident,Smart light bulb,,Definitely would,,Mostly safe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,Somewhat safe,Definitely safe,None,None,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,"No, but I have been in the past",,No,Some formal education. no degree,"Yes, as a participant",,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,18-24 years old,Male,,White or Caucasian,,"Some college, but no degree",None,Medical-Complex,IoT-Simple,0,Trust,None,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
378,Somewhat confident,R_3DtNPfIsUVo7FET,Completely confident,Develop an AI tool for diagnosing patients,,63.05,Would not ,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Definitely unsafe,Somewhat unsafe,Health information is something very important. I would not want to rely on AI for that.,None,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Somewhat confident,Smart voice assistant,,Would not ,,Completely safe,Somewhat safe,Somewhat unsafe,Somewhat safe,Definitely unsafe,Somewhat unsafe,It would make me feel a lot more safe if this product did not have the option to store any data on me without my advance consent.,Why should a TEE make me feel any less weird about how invasive tracking my data is?,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,"Yes, as a researcher",I am a research assistant for social sciences and public health but it's not on the STEM side,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,0,Hardware,Show,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
379,Somewhat confident,R_3gOupvonU31s74C,Completely confident,Determine where to build a new hospital,,,Would not ,,Mostly safe,Somewhat safe,Neither safe nor unsafe,Neither safe nor unsafe,Somewhat safe,Somewhat unsafe,The need for collection for the advertised reason doesn't feel entirely reasonable. ,I still would like assurance on how data is protected after the company and relative collectors are done. ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Mostly safe,Completely confident,Smart light bulb,,Maybe would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,"At all points represented in the scenario, I certainly feel like all data would be safe. My concern, however, would be down the road. If the company is sold or acquired, what happens to the data then? ","Relative to above, my question would still be what happens to the protections provided by TEEs AFTER the fact?",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,"Yes, as a participant",,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,White or Caucasian,,Bachelor’s degree,I enjoyed wrestling with some of these concepts and their implications. Thanks for having me! ,Medical-Simple,IoT-Simple,0,Unsubstantial,Hide,2,2,2,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
380,Completely confident,R_8mUVmBeywZsPjLi,Completely confident,Develop an AI tool for diagnosing patients,,,Definitely would,,Completely safe,Definitely safe,Neither safe nor unsafe,Neither safe nor unsafe,Definitely safe,Definitely safe,Because the data is protected by a TEE then it is safe from anyone trying to access it that is not other then the researchers using it. ,What happens to your data when the research is finished and it is no longer needed. Is there truly a way to completely delete it.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart voice assistant,,Definitely would,,Completely safe,Definitely safe,Somewhat safe,Somewhat safe,Definitely safe,Definitely safe,Where the data is placed makes me feel it is safe as it resides elsewhere out of reach of the normal interactions.  That makes me feel it is safer as it cannot be accessed even normally by anything that is hindered maliciously on the main computer or software.,I would love to see a diagram of this and how it works to even better comprehend the transactions between the TEE and the hardware and software up front.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Male,,White or Caucasian,,Associates or technical degree,How will TEEs evolve?  What is the future for this type of technology. Is there a way to store my personal data for myself in something like a TEE that only I can access or people I allow?,Medical-Complex,IoT-Complex,0,Hardware,Hide,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
381,Completely confident,R_5qaK1G3cf1n5Jn1,Completely confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Completely safe,Somewhat safe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,Neither safe nor unsafe,"If an environment outside the TEE exists, what guarantee is there that my data would not end up in that unsafe place?",I'm not clear on why TEEs wouldn't be applied everywhere. Data breaches are becoming so common; what is the downside of using a TEE?,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Completely confident,Smart voice assistant,,Maybe would,,Mostly safe,Somewhat safe,Neither safe nor unsafe,Somewhat safe,Somewhat unsafe,Neither safe nor unsafe,"Since the purpose of the TEE is to provide a ""safety zone,"" I feel overall that my data would be safe.","Once again, what is the downside (if any) of using a TEE?",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,55-64 years old,Female,,White or Caucasian,,Associates or technical degree,I don't have any feedback,Medical-Complex,IoT-Complex,1,Hardware,Hide,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
382,Completely confident,R_25NMsbSseZxGszx,Completely confident,Determine where to build a new hospital,,96.053,Maybe would,,Mostly safe,Definitely safe,Neither safe nor unsafe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,None,None,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Completely confident ,Mostly safe,Completely confident,Smart voice assistant,,Maybe would,,Completely safe,Definitely safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,The TEE is the thing that makes it feel the most safe,None,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Completely confident ,Mostly safe,No,,No,,No,,"Yes, as a researcher",,Yes,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,Asian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Complex,0,Unsubstantial,Show,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
383,Somewhat confident,R_7QatRifTVsNtw9W,Somewhat confident,Develop an AI tool for diagnosing patients,,,Definitely would,,Completely safe,Definitely safe,Definitely safe,Definitely safe,Somewhat safe,Definitely safe,N/a,N/a,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Somewhat confident,Completely confident ,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Mostly safe,Somewhat safe,Definitely safe,Somewhat safe,Definitely safe,Somewhat safe,N/a,N/a,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Somewhat confident,Completely confident ,Completely safe,No,,No,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,18-24 years old,Male,,White or Caucasian,,"Some college, but no degree",N/a,Medical-Complex,IoT-Simple,0,Trust,None,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0
384,Not at all confident,R_7U58l0dDt0rvQrr,Somewhat confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,I simply don't know enough about TEE's to feel completely safe.,I think what made me unsure of safety are the words 'when other software on the computer is behaving maliciously.',FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Somewhat confident,Smart voice assistant,,Would not ,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat unsafe,Somewhat unsafe,Somewhat unsafe,I don't know enough about it right now to feel completely safe.,"Again, the words, 'when other software on the computer is behaving maliciously', makes me feel unsafe. ",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,55-64 years old,Female,,White or Caucasian,,High school diploma or GED,,Medical-Complex,IoT-Complex,1,Trust,None,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
385,Somewhat confident,R_7PRxZJR79aOxswB,Somewhat confident,Determine where to build a new hospital,,,Would not ,,Somewhat safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Nothing comes to mind.,Nothing comes to mind. ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Nothing comes to mind.,Nothing comes to mind. ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Not at all confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Nothing comes to mind. ,Medical-Simple,IoT-Complex,0,Unsubstantial,Hide,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
386,Somewhat confident,R_81nscanoUCDrw9B,Somewhat confident,Determine where to build a new hospital,,,Would not ,,Somewhat safe,Neither safe nor unsafe,Somewhat safe,Somewhat safe,Definitely unsafe,Neither safe nor unsafe,Sharing my personal address seems excessive,Understanding how my information would be used could be helpful,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Not at all confident,Somewhat safe,Somewhat confident,Smart light bulb,,Would not ,,Somewhat safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Somewhat unsafe,Somewhat unsafe,Using my address to brainstorm new projects makes me uncomfortable,No questions at this point,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,1,None,None,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
387,Not at all confident,R_3X6EJZMsrqGRyhO,Completely confident,Develop an AI tool for diagnosing patients,,151.183,Definitely would,,Completely safe,Definitely safe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,Somewhat safe,unsafe if they dont have the trusted and experienced tech support handling the data,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart voice assistant,,Maybe would,,Completely safe,Definitely safe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,Neither safe nor unsafe,i feel safe that a  tee is used and only a select few can see it ,the researchers can open the tee and use the data. so they can access the tee. it is possible someone with ill intent can steal the data ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,45-54 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,1,None,Show,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
388,Somewhat confident,R_7OiQNKH5EorPgrv,Somewhat confident,Determine where to build a new hospital,,,Definitely would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,"Nothing really makes me feel unsafe about it, I just don't know enough about it so far.","I feel I understood enough. More info is always more helpful, but there was a good amount there.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart voice assistant,,Definitely would,,Completely safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat safe,Definitely safe,No thank you,Not now,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Somewhat confident,Completely confident ,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,45-54 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Complex,1,None,Hide,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
389,Completely confident,R_1e7axH5nRjXpgJj,Somewhat confident,Understand the impact of reliable social support for new mothers,Determine where to build a new hospital,,Maybe would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,Neither safe nor unsafe,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Completely confident,Smart voice assistant,,Maybe would,,Mostly safe,Somewhat safe,Neither safe nor unsafe,Definitely safe,Somewhat safe,Somewhat safe,I think it is somewhat or mostly safe from what I read so I wouldn't have much concerns about it using it.,Maybe they could add more detailed information how they save data and protect it,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Complex,0,Unsubstantial,Hide,4,4,4,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
390,Somewhat confident,R_10U61XwpgeK3L2c,Somewhat confident,Develop an AI tool for diagnosing patients,,148.304,Definitely would,,Completely safe,Definitely safe,Somewhat safe,Somewhat safe,Definitely safe,Definitely safe,Nothing comes to mind.,I have no other questions.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Completely confident ,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,Definitely safe,Somewhat safe,Definitely safe,Somewhat safe,Somewhat safe,Nothing comes to mind.,No other questions.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Completely confident ,Completely safe,No,"I understand some aspects of cryptology and encryption methods, but hadn't heard of the term ""TEEs"" before","No, but I have been in the past",,No,,"Yes, as a participant",,No,,No,,"No, I don’t own smart devices",,45-54 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Complex,IoT-Simple,1,Hardware,Show,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,Completely confident,R_2PiA8BsVIy2Rqq5,Completely confident,Determine where to build a new hospital,,,Maybe would,,Mostly safe,Somewhat safe,Neither safe nor unsafe,Somewhat safe,Neither safe nor unsafe,Somewhat safe,No,N/A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Completely confident ,Completely confident ,Mostly safe,Completely confident,Smart light bulb,,Maybe would,,Mostly safe,Somewhat safe,Somewhat unsafe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,No,N/A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Completely confident ,Completely confident ,Mostly safe,Yes,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,Black or African American,,"Some college, but no degree",,Medical-Simple,IoT-Simple,1,Hardware,None,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0
392,Completely confident,R_31636W8VIisYRzk,Completely confident,Develop an AI tool for diagnosing patients,,115.708,Definitely would,,Completely safe,Definitely safe,Definitely safe,Definitely safe,Somewhat safe,Definitely safe,"No additional comments, the scenario explanation makes me feel the data would be very safe",n/a,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart voice assistant,,Definitely would,,Completely safe,Definitely safe,Neither safe nor unsafe,Neither safe nor unsafe,Somewhat safe,Somewhat safe,What makes me feel unsafe is the fact that companies have had many data breaches and have been discovered not using collected data in the way they claimed to.,n/a,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Completely confident ,Completely safe,No,,No,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,Prefer to self-describe,Hispanic,Bachelor’s degree,,Medical-Complex,IoT-Complex,1,Trust,Show,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
393,Completely confident,R_29YQTPFrQaEGPSN,Completely confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat unsafe,Definitely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Not at all confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat unsafe,Somewhat safe,,What exactly can be changed within the program and data,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,Black or African American,,High school diploma or GED,,Medical-Complex,IoT-Simple,0,Hardware,None,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
394,Completely confident,R_3bQPiVdsmMAEo6J,Completely confident,Develop an AI tool for diagnosing patients,,160.602,Maybe would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,No,None,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,No,None,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Completely confident ,Completely confident ,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,45-54 years old,Female,,Black or African American,,"Some college, but no degree",,Medical-Complex,IoT-Simple,1,Trust,Show,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1
