id,How confident are you that you understand what protections a TEE offers? (initial),ResponseId,How confident are you that you understand the scenario? (medical),What is the goal of the medical study? (attempt 1),What is the goal of the medical study? (attempt 2),How likely would you be willing to participate in the medical study?,How likely would you be willing to participate in the medical study? (free-response),"How safe do you think data would be when it is protected by a TEE? (medical, initial)","What questions do you still have about TEEs, if any? (medical)",How much would knowing the answers to these questions change your willingness to participate in the medical study?,"TEE concept (medical, 1)","TEE concept (medical, 2)","TEE concept (medical, 3)","TEE concept (medical, 4)","TEE concept (medical, 5)","TEE concept (medical, 6)","TEE concept (medical, 7)","TEE concept (medical, 8)","TEE concept (medical, 9)","TEE concept (medical, 10)",How confident are you about your answers to the questions on this page? (medical),"How confident are you that you understand what protections a TEE offers? (medical, post-concepts)","How safe do you think data would be when it is protected by a TEE? (medical, post-TEE concepts)",How confident are you that you understand the scenario? (IoT),What kind of device are you shopping for? (attempt 1),What kind of device are you shopping for? (attempt 2),How likely would you be to purchase the voice assistant/light bulb?,How likely would you be to purchase the voice assistant/light bulb? (free-response),"How safe do you think data would be when it is protected by a TEE? (IoT, initial)","What questions do you still have about TEEs, if any? (IoT)",How much would knowing the answers to these questions change your willingness to purchase the voice assistant/light bulb?,"TEE concept (IoT, 1)","TEE concept (IoT, 2)","TEE concept (IoT, 3)","TEE concept (IoT, 4)","TEE concept (IoT, 5)","TEE concept (IoT, 6)","TEE concept (IoT, 7)","TEE concept (IoT, 8)","TEE concept (IoT, 9)","TEE concept (IoT, 10)",How confident are you about your answers to the questions on this page? (IoT),"How confident are you that you understand what protections a TEE offers? (IoT, post-concepts)","How safe do you think data would be when it is protected by a TEE? (IoT, post-TEE concepts)","Before this survey, were you familiar with the concept of TEEs?","Before this survey, were you familiar with the concept of TEEs? (free resposne)",Are you employed in a computing field?,Are you employed in a computing field? (free response),Do you have formal education in a computing field?,Do you have formal education in a computing field? (free response),Do you have prior experience with medical research?,Do you have prior experience with medical research? (free response),Do you work in a medical field?,Do you work in a medical field? (free response),Do you own any smart devices?,Do you own any smart devices? (free response),Do you have experience with home automation?,Do you have experience with home automation? (free response),Age,Gender,Gender (free response),Race,Race (free response),Education,Feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN_S1,EXPLN_S2,EXPLN_S3,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
253,Somewhat confident,R_5qC8PuzvLD6OEkj,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Completely confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Female,,Asian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Simple,0,Trust,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
254,Somewhat confident,R_5IgxKAkLh1mrvWR,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,It would be nice to know the specifics of how the TEE works.,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Somewhat safe,Same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Completely confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
255,Somewhat confident,R_3SYXByP4q8RrykF,Completely confident,Determine where to build a new hospital,,Maybe would,,Not at all safe,I would want to learn more about the weaknesses of TEEs.,Definitely would change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Somewhat confident,Not at all confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,Same,Probably would change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,18-24 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,1,Unsubstantial,Untechnical,No Prevents,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
256,Somewhat confident,R_19stRKpG4OVbm0N,Somewhat confident,Develop an AI tool for diagnosing patients,,Definitely would,,Somewhat safe,Same,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,None,Definitely would not change,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,Yes,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,Black or African American,,High school diploma or GED,,Medical-Complex,IoT-Simple,0,Unsubstantial,Technical,No Prevents,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
257,Somewhat confident,R_7U3BpwJHfcfJBb4,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,How is it kept separate and the rest of the computer?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,65+ years old,Male,,White or Caucasian,,Associates or technical degree,,Medical-Complex,IoT-Simple,0,Unsubstantial,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
258,Somewhat confident,R_6BmTZP291r3d0Wc,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,"How secure and well tested are TEE's for hacks such as backdoors, etc.?  Not sure what the current state of 'hacking' is, but it always seems that as more attention is paid to cyber security, there's always some effort that still gets beyond any safeguards.",Probably would change,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features","Yes, but I do not use many of the 'smart' features.","No, I do not use home automation, but I do own smart devices",,65+ years old,Male,,Prefer not to say,,Bachelor’s degree,Thanks for the survey.,Medical-Simple,IoT-Complex,0,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
259,Somewhat confident,R_3KDYxGFxUzPHePF,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Completely confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,"None, this pretty much makes sense.",I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Completely safe,No,,No,,No,,Yes; as a participant,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)", ,Medical-Simple,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,Completely confident,R_64HkTjAVVRiHku5,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,I would wonder if there is a person or team that is in charge of the TEEs. I would wonder if there is a possibility that the TEE program could be hacked and my data compromised.,Probably would change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,White or Caucasian,,"Some college, but no degree","The whole concept of TEEs is very interesting and is something I would like to learn more about. As someone who is worried about their data and online privacy, TEEs are something that would be beneficial to me. Thank you!",Medical-Complex,IoT-Simple,0,Hardware,Technical,No Prevents,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
261,Not at all confident,R_5PjzKhZcom7qpLl,Not at all confident,Determine where to build a new hospital,,Would not,,Not at all safe,What guarantees do I have that my personal data is actually safe?,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Not at all confident,Not at all safe,Somewhat confident,Smart voice assistant,,Would not,,Not at all safe,"Same, and also what guarantees do I have that the smart device isn’t listening to me at all times collecting data?",Definitely would not change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Not at all confident,Not at all safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Male,,"White or Caucasian,Asian",,Associates or technical degree,,Medical-Simple,IoT-Complex,1,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
262,Somewhat confident,R_4ERxNml4Z3g86M0,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,18-24 years old,Female,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Complex,0,Hardware,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,Somewhat confident,R_6ruEloTJwgmS2ym,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,I think I'm satisfied.,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,Yes,,Yes,,No,,No,,No,,"No, I don’t own smart devices",,45-54 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Complex,0,Hardware,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,Completely confident,R_7BqVUaLp7duVeWH,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Same,Probably would change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,None,Definitely would change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,"No, but I have been in the past",,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,35-44 years old,Male,,White or Caucasian,,"Some college, but no degree",None,Medical-Complex,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
265,Completely confident,R_3LXqLrFASXbvhl5,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Not at all safe,what guarantees do they provide?,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"Yes, I have used home automation, but not currently",,35-44 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,1,Trust,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,Completely confident,R_7NDEHPqQVEwWJoX,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,none,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Complex,1,Unsubstantial,Untechnical,No Prevents,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
267,Completely confident,R_6mA6wacQ44aPejD,Completely confident,Determine where to build a new hospital,,Definitely would,,Somewhat safe,No questions,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart voice assistant,,Would not,,Somewhat safe,Same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Simple,IoT-Complex,1,Trust,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
268,Completely confident,R_5tlGchsxAZxLb92,Completely confident,Determine where to build a new hospital,,Definitely would,,Somewhat safe,none,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Definitely would,,Somewhat safe,none,I have no questions,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a participant,ive done chronic migraine studies,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Trust,Technical,Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
269,Completely confident,R_5M2Jflom1RtruPn,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,none,Probably would change,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Completely confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,none,Probably would not change,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,Yes,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Complex,1,Trust,Untechnical,Prevents,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1
270,Completely confident,R_34AV4MkRLl2atwf,Completely confident,Develop an AI tool for diagnosing patients,,Definitely would,,Completely safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,How do TEEs guarantee that you are the authorized user?,Probably would not change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,Yes,,Yes,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,18-24 years old,Male,,Asian,,Bachelor’s degree,,Medical-Complex,IoT-Simple,0,Unsubstantial,Untechnical,No Prevents,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0
271,Somewhat confident,R_5w51plaKOsuThnV,Completely confident,Determine where to build a new hospital,,Maybe would,,Completely safe,"I want to know how the TEE is isolated from other programs, wouldn't it be better to run the program on a separate system vs isolated program?",Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,No Prevents,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0
272,Somewhat confident,R_3I5g06gKcSxuiSV,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,"If the program is entirely local, or hosted by another third party.",Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Non-binary / third gender,,White or Caucasian,,High school diploma or GED,,Medical-Simple,IoT-Simple,0,Trust,Technical,Prevents,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
273,Somewhat confident,R_795ExzJFWG9wH4P,Somewhat confident,Determine where to build a new hospital,,Definitely would,,Somewhat safe,"How long will the data be held, what level of encryption will the data be stored under.",Probably would change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Definitely would,,Somewhat safe,Same,Probably would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,55-64 years old,Male,,Asian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
274,Completely confident,R_73fjFzkgUeEOmFc,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,"All systems seem to get breached these days, even the most secure. What is done if/when this happens? Compensation? ID services?",Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,Same.,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,No,,"No, but I have been in the past",,No,,"No, I don’t own smart devices",,55-64 years old,Female,,White or Caucasian,,Associates or technical degree,,Medical-Complex,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
275,Completely confident,R_1MrN1fBUIi3XY0e,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,no questions,Probably would not change,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Completely confident,Somewhat confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,why do you need my address to use the smartlight bulb,Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,"No, but I have been in the past",,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Male,,Prefer to self-describe,hispanic,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Hardware,Technical,Prevents,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
276,Completely confident,R_6Avm5PtXQQJeNm9,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,I have no questions.,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,25-34 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Complex,0,Unsubstantial,Untechnical,No Prevents,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
277,Somewhat confident,R_3FLEYhHGnm4KqLG,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a participant,,No,,"Yes, but I don’t use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Complex,0,Hardware,Untechnical,No Prevents,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0
